2,2
4,1
6,1
8,1
10,1
12,1
14,1
16,1
18,3
20,1
22,2
24,2
26,1
28,2
30,1
32,1
34,0
36,0
38,2
40,2
42,1
44,2
46,1
48,1
50,1
52,1
54,2
56,1
58,1
60,1
62,2
64,1
66,2
68,2
70,1
72,2
74,3
76,2
78,0
80,2
82,2
84,0
86,1
88,2
90,2
92,1
94,2
96,2
98,1
100,1
102,2
104,4
106,2
108,1
110,0
112,0
114,1
116,1
118,2
120,0
122,3
124,1
126,2
128,2
130,3
132,1
134,1
136,1
138,0
140,2
142,2
144,2
146,3
148,2
150,1
152,1
154,1
156,1
158,2
160,1
162,1
164,2
166,1
168,1
170,1
172,1
174,1
176,1
178,1
180,1
182,1
184,1
186,2
188,1
190,1
192,1
194,1
196,1
198,1
200,1
202,2
204,2
206,1
208,1
210,2
212,1
214,1
216,1
218,2
220,2
222,2
224,1
226,2
228,2
230,2
232,2
234,1
236,1
238,1
240,2
242,1
244,3
246,1
248,1
250,2
252,2
254,0
256,1
258,2
260,0
262,1
264,2
266,0
268,1
270,2
272,1
274,2
276,1
278,2
280,2
282,2
284,2
286,1
288,2
290,2
292,1
294,2
296,3
298,2
300,2
302,1
304,2
306,1
308,2
310,2
312,2
314,4
316,1
318,1
320,3
322,2
324,3
326,2
328,2
330,2
332,2
334,2
336,0
338,2
340,1
342,2
344,1
346,1
348,2
350,2
352,0
354,2
356,2
358,0
360,0
362,2
364,2
366,2
368,0
370,0
372,1
374,0
376,0
378,2
380,2
382,1
384,2
386,2
388,0
390,0
392,2
394,0
396,1
398,0
400,0
402,2
404,1
406,0
408,1
410,2
412,3
414,1
416,1
418,2
420,1
422,0
424,4
426,2
428,1
430,1
432,1
434,1
436,1
438,4
440,0
442,4
444,0
446,0
448,2
450,0
452,2
454,2
456,0
458,2
460,2
462,1
464,1
466,1
468,2
470,2
472,2
474,1
476,2
478,1
480,1
482,1
484,1
486,1
488,1
490,1
492,1
494,1
496,1
498,1
500,1
502,1
504,1
506,1
508,1
510,1
512,1
514,1
516,1
518,1
520,1
522,1
524,1
526,1
528,1
530,1
532,2
534,1
536,3
538,2
540,0
542,0
544,2
546,2
548,0
550,2
552,2
554,2
556,3
558,1
560,0
562,2
564,0
566,2
568,2
570,2
572,2
574,0
576,2
578,2
580,1
582,1
584,1
586,0
588,2
590,0
592,0
594,3
596,2
598,4
600,4
602,1
604,1
606,1
608,1
610,1
612,1
614,1
616,1
618,1
620,2
622,2
624,0
626,3
628,2
630,2
632,1
634,1
636,2
638,1
640,1
642,1
644,1
646,1
648,1
650,1
652,1
654,1
656,1
658,2
660,1
662,2
664,1
666,4
668,4
670,2
672,2
674,1
676,1
678,2
680,0
682,2
684,2
686,2
688,0
690,2
692,2
694,1
696,2
698,3
700,3
702,1
704,2
706,0
708,1
710,2
712,2
714,3
716,2
718,1
720,2
722,2
724,1
726,3
728,2
730,1
732,2
734,0
736,1
738,2
740,1
742,2
744,2
746,2
748,2
750,2
752,2
754,2
756,2
758,0
760,0
762,2
764,0
766,3
768,2
770,1
772,1
774,2
776,0
778,1
780,2
782,3
784,4
786,3
788,4
790,2
792,1
794,2
796,2
798,0
800,0
802,0
804,0
806,1
808,2
810,2
812,0
814,4
816,0
818,3
820,0
822,0
824,3
826,0
828,0
830,4
832,0
834,0
836,1
838,4
840,0
842,2
844,1
846,2
848,3
850,3
852,4
854,3
856,1
858,4
860,3
862,0
864,2
866,2
868,4
870,0
872,3
874,3
876,0
878,0
880,2
882,3
884,0
886,2
888,0
890,0
892,0
894,0
896,1
898,2
900,1
902,1
904,3
906,1
908,0
910,3
912,3
914,3
916,2
918,0
920,4
922,1
924,2
926,2
928,2
930,0
932,0
934,2
936,1
938,0
