1,3.0,17.2,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,22.67,1.0
0,,,
1,4.0,5.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,6.08,1.0
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,38.29,1.0
0,,,
1,3.0,36.62,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,20.81,1.0
1,3.0,43.93,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,8.25,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,23.85,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,10.44,2.0
1,3.0,38.9,1.0
0,,,
0,,,
1,4.0,4.47,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,30.15,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,23.41,1.0
0,,,
1,4.0,5.0,1.0
0,,,
1,3.0,11.18,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,14.87,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,23.35,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,20.62,1.0
0,,,
1,3.0,24.04,1.0
1,4.0,4.47,1.0
1,3.0,8.94,3.0
0,,,
0,,,
0,,,
1,1.0,21.95,2.0
0,,,
0,,,
0,,,
0,,,
1,2.0,7.07,1.0
1,4.0,8.94,1.0
0,,,
0,,,
1,1.0,17.89,1.0
0,,,
0,,,
1,3.0,49.77,1.0
0,,,
1,4.0,2.24,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,14.87,2.0
0,,,
0,,,
0,,,
1,2.0,10.63,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,32.650002,1.0
0,,,
0,,,
1,4.0,3.0,1.0
0,,,
0,,,
0,,,
1,4.0,12.04,1.0
0,,,
1,1.0,16.969998999999998,2.0
0,,,
0,,,
0,,,
0,,,
