0,,,
0,,,
1,3.0,16.28,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,22.67,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,12.81,2.0
0,,,
1,2.0,16.12,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,17.46,1.0
1,3.0,24.84,1.0
0,,,
1,3.0,25.46,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,12.73,2.0
0,,,
1,4.0,3.61,2.0
0,,,
0,,,
1,4.0,2.24,1.0
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.0,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,6.08,1.0
1,1.0,14.42,1.0
1,2.0,14.76,1.0
0,,,
0,,,
1,1.0,31.62,1.0
1,2.0,20.25,1.0
0,,,
0,,,
1,4.0,8.6,2.0
1,3.0,29.07,1.0
1,4.0,5.83,1.0
1,4.0,6.32,1.0
1,4.0,2.24,2.0
0,,,
0,,,
0,,,
1,4.0,5.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,27.2,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,2.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,54.59,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,5.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,35.9,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,2.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,12.21,1.0
0,,,
0,,,
1,1.0,22.47,1.0
1,3.0,14.14,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,7.28,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,27.29,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,24.21,1.0
0,,,
0,,,
1,4.0,2.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,3.16,1.0
1,4.0,4.47,2.0
0,,,
0,,,
0,,,
1,1.0,15.62,1.0
0,,,
0,,,
0,,,
1,2.0,17.89,1.0
0,,,
0,,,
0,,,
0,,,
1,1.0,19.030001,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,25.46,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,8.06,1.0
1,3.0,24.08,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,23.02,1.0
0,,,
0,,,
